VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract
3FMTK2SU7P,Thurston,Olympia,WA,98506.0,2023,FORD,MUSTANG MACH-E,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,22.0,229733178,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067012100.0
7SAYGDEE2P,Jefferson,Port Townsend,WA,98368.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,24.0,251509709,POINT (-122.77263 48.1212),BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY,53031950604.0
5YJ3E1EB6L,Snohomish,Lynnwood,WA,98037.0,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322.0,32.0,124428174,POINT (-122.27734 47.83785),PUGET SOUND ENERGY INC,53061051701.0
1G1RC6S52J,Whitman,Pullman,WA,99163.0,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,9.0,169486908,POINT (-117.18147 46.73015),AVISTA CORP,53075000202.0
5YJ3E1EA2P,King,Tukwila,WA,98188.0,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,11.0,282693869,POINT (-122.27979 47.44952),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033028200.0
7PDSGABA2R,Snohomish,Everett,WA,98208.0,2024,RIVIAN,R1S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,44.0,269599781,POINT (-122.18637 47.89251),PUGET SOUND ENERGY INC,53061041610.0
5YJ3E1EA9T,Thurston,Rainier,WA,98576.0,2026,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,20.0,286477159,POINT (-122.68993 46.88897),PUGET SOUND ENERGY INC,53067012530.0
5YJSA1E22J,Benton,Benton City,WA,99320.0,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,249.0,16.0,202076766,POINT (-119.48756 46.26543),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF BENTON COUNTY,53005011900.0
5YJ3E1EB5P,King,Woodinville,WA,98072.0,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,45.0,251946922,POINT (-122.15545 47.75448),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021802.0
5UXTA6C03M,King,Seattle,WA,98105.0,2021,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30.0,46.0,171454454,POINT (-122.31307 47.66127),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033004102.0
WA1AAAGE8M,Thurston,Olympia,WA,98501.0,2021,AUDI,E-TRON,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,222.0,22.0,283409507,POINT (-122.89165 47.03954),PUGET SOUND ENERGY INC,53067010100.0
5YJSA1S29F,King,Bellevue,WA,98006.0,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208.0,41.0,252631928,POINT (-122.12096 47.55584),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024902.0
WA1E2AFY3R,King,Mercer Island,WA,98040.0,2024,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,23.0,41.0,265446380,POINT (-122.21238 47.57816),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024500.0
7SAYGDEE7R,Whatcom,Bellingham,WA,98226.0,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,42.0,267719931,POINT (-122.49756 48.7999),PUGET SOUND ENERGY INC||PUD NO 1 OF WHATCOM COUNTY,53073940002.0
5YJ3E1EA4S,King,Seattle,WA,98144.0,2025,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,37.0,284441489,POINT (-122.30866 47.57874),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008900.0
LPSED3KA4N,Spokane,Spokane,WA,99207.0,2022,POLESTAR,PS2,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,3.0,283028889,POINT (-117.3973 47.67573),BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,53063000400.0
7SAYGAEE1P,Clark,Washougal,WA,98671.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,18.0,245795812,POINT (-122.35341 45.57923),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040513.0
7PDSGABA9P,King,Kirkland,WA,98033.0,2023,RIVIAN,R1S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,48.0,262270795,POINT (-122.2066 47.67887),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022604.0
7SAYGDEEXP,King,Sammamish,WA,98075.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,41.0,245828656,POINT (-122.03539 47.61344),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032213.0
JTMFB3FV9S,King,Seattle,WA,98115.0,2025,TOYOTA,RAV4 PRIME (PHEV),Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42.0,46.0,284097922,POINT (-122.31676 47.68156),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001900.0
7SAYGDEE3N,King,Seattle,WA,98178.0,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,37.0,193797383,POINT (-122.23825 47.49461),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033011902.0
5YJSA1H1XE,King,Seattle,WA,98199.0,2014,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208.0,36.0,189258765,POINT (-122.40092 47.65908),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005600.0
WAUAHBFW5N,Pierce,Gig Harbor,WA,98332.0,2022,AUDI,RS E-TRON GT,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,26.0,277096060,POINT (-122.59044 47.34236),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072509.0
7G2CEHED6S,King,Federal Way,WA,98023.0,2025,TESLA,CYBERTRUCK,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,30.0,281931478,POINT (-122.34059 47.32478),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033030312.0
5UXTS1C01M,King,Mercer Island,WA,98040.0,2021,BMW,X3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,17.0,41.0,274132015,POINT (-122.21238 47.57816),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033024601.0
7SAYGAEE9P,Clark,Vancouver,WA,98661.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,49.0,249253994,POINT (-122.62934 45.63201),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041111.0
1FMCU0LZ3M,King,Federal Way,WA,98023.0,2021,FORD,ESCAPE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38.0,30.0,180519230,POINT (-122.34059 47.32478),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033030305.0
1FT6W1EV7P,Snohomish,Snohomish,WA,98290.0,2023,FORD,F-150,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,44.0,264390801,POINT (-122.09305 47.91265),PUGET SOUND ENERGY INC,53061052607.0
7SAXCAE55P,Spokane,Spokane,WA,99223.0,2023,TESLA,MODEL X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,6.0,273877796,POINT (-117.36043 47.63396),BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,53063013502.0
1V2WNPE85P,King,Seattle,WA,98126.0,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,34.0,265190124,POINT (-122.36893 47.54701),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009802.0
7SAYGDEE7T,King,Kent,WA,98042.0,2026,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,47.0,280687144,POINT (-122.1179 47.35896),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031707.0
7SAYGDEE8R,Snohomish,Mill Creek,WA,98012.0,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,44.0,272492853,POINT (-122.22038 47.8572),PUGET SOUND ENERGY INC,53061052008.0
7SAYGAEEXS,King,Ravensdale,WA,98051.0,2025,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,5.0,277504328,POINT (-121.98233 47.35298),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031501.0
1GKB0RDC2R,King,Auburn,WA,98092.0,2024,GMC,HUMMER EV SUV,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,31.0,252728689,POINT (-122.18497 47.28825),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033031000.0
1V2DNPE80P,King,Kirkland,WA,98034.0,2023,VOLKSWAGEN,ID.4,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,45.0,257364320,POINT (-122.22901 47.72201),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022003.0
WA1F2AFY3P,Pierce,Bonney Lake,WA,98391.0,2023,AUDI,Q5 E,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,23.0,31.0,264822302,POINT (-122.17144 47.19175),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53053070209.0
YV4BR0CL7M,Snohomish,Lake Stevens,WA,98258.0,2021,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18.0,44.0,148183283,POINT (-122.06402 48.01497),PUGET SOUND ENERGY INC,53061052607.0
1G1RA6S57J,King,Seattle,WA,98136.0,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,34.0,475390786,POINT (-122.38415 47.53755),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033011601.0
JTDKAMFP6N,Clark,Vancouver,WA,98684.0,2022,TOYOTA,PRIUS PRIME (PHEV),Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25.0,17.0,180618567,POINT (-122.48723 45.63701),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041335.0
5YJ3E1EBXM,King,Bellevue,WA,98006.0,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,41.0,266634315,POINT (-122.12096 47.55584),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025001.0
7SAYGDEF1N,King,Kirkland,WA,98033.0,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,48.0,218206733,POINT (-122.2066 47.67887),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022502.0
7SAYGDEE3R,Spokane,Spokane,WA,99201.0,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,3.0,268069462,POINT (-117.41162 47.65726),MODERN ELECTRIC WATER COMPANY,53063002400.0
WA1VAAGE3K,King,Kirkland,WA,98033.0,2019,AUDI,E-TRON,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,204.0,48.0,342988397,POINT (-122.2066 47.67887),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022501.0
5YJSA1E26K,King,Kenmore,WA,98028.0,2019,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,270.0,46.0,277364573,POINT (-122.24369 47.75892),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033021600.0
5YJYGDEF4M,Snohomish,Bothell,WA,98021.0,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,1.0,135210890,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051937.0
1FT6W1B74R,King,Seattle,WA,98104.0,2024,FORD,F-150,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,43.0,273422404,POINT (-122.32945 47.60357),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008500.0
W1N0G5DB2L,Pierce,University Place,WA,98467.0,2020,MERCEDES-BENZ,GLC-CLASS,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,22.0,28.0,255440853,POINT (-122.54045 47.20742),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072312.0
7SAYGDEF8N,Spokane,Spokane,WA,99201.0,2022,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,3.0,228555967,POINT (-117.41162 47.65726),MODERN ELECTRIC WATER COMPANY,53063002300.0
JTMABABA5R,Skagit,Mount Vernon,WA,98273.0,2024,SUBARU,SOLTERRA,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,40.0,277905729,POINT (-122.33891 48.41644),PUGET SOUND ENERGY INC,53057952600.0
WP1AA2XA6R,Kitsap,Bainbridge Island,WA,98110.0,2024,PORSCHE,MACAN,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,308.0,23.0,273874891,POINT (-122.521 47.62732),PUGET SOUND ENERGY INC,53035090700.0
7FCTGBAAXS,Snohomish,Granite Falls,WA,98252.0,2025,RIVIAN,R1T,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,39.0,277670431,POINT (-121.96931 48.08157),BONNEVILLE POWER ADMINISTRATION||PUD 1 OF SNOHOMISH COUNTY,53061053606.0
1G1FZ6S08L,King,Issaquah,WA,98029.0,2020,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,259.0,5.0,8855871,POINT (-122.00292 47.54748),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032220.0
5YJ3E1EB5J,Pierce,Lakewood,WA,98499.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,29.0,240031858,POINT (-122.51495 47.16196),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||LAKEVIEW LIGHT & POWER|PENINSULA LIGHT COMPANY,53053071807.0
7SAYGDED3R,King,Redmond,WA,98052.0,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,45.0,269698208,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022605.0
1N4AZ1BP5L,Jefferson,Chimacum,WA,98325.0,2020,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,149.0,24.0,128834835,POINT (-122.77328 48.01182),BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY,53031950501.0
5YJ3E1EA1P,King,Seattle,WA,98115.0,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,46.0,223896928,POINT (-122.31676 47.68156),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002100.0
1N4AZ1CPXJ,King,Seattle,WA,98122.0,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151.0,43.0,183332502,POINT (-122.31009 47.60803),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033008401.0
5YJ3E1EA0P,King,Beaux Arts,WA,98004.0,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,41.0,260388600,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023901.0
5YJ3E1EB9J,Clark,Vancouver,WA,98682.0,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215.0,17.0,475302880,POINT (-122.55149 45.69345),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040706.0
7SAYGDEF2P,King,Redmond,WA,98052.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,48.0,235405901,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032324.0
7SAXCDE56P,Clark,Vancouver,WA,98665.0,2023,TESLA,MODEL X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,49.0,260271560,POINT (-122.64443 45.67871),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041009.0
3C3CFFGEXF,King,Renton,WA,98059.0,2015,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,87.0,5.0,138289875,POINT (-122.16548 47.53766),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025602.0
JTMABACA9P,King,Seattle,WA,98178.0,2023,TOYOTA,BZ4X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,37.0,235318534,POINT (-122.23825 47.49461),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033026004.0
7SAYGAEE0R,King,Des Moines,WA,98198.0,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,33.0,270148539,POINT (-122.31991 47.40814),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029003.0
7FCTGAAA2N,Thurston,Olympia,WA,98506.0,2022,RIVIAN,R1T,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,22.0,227238651,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067012100.0
SADHD2S14K,Pierce,Gig Harbor,WA,98332.0,2019,JAGUAR,I-PACE,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,234.0,26.0,112775771,POINT (-122.59044 47.34236),BONNEVILLE POWER ADMINISTRATION||CITY OF TACOMA - (WA)||PENINSULA LIGHT COMPANY,53053072506.0
1FT6W1B74R,King,Kent,WA,98035.0,2024,FORD,F-150,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,33.0,274971546,POINT (-122.23427 47.3805),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029701.0
7SAYGDEE9P,King,Kenmore,WA,98028.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,46.0,257746618,POINT (-122.24369 47.75892),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022101.0
5LMTJ5DZ9S,Spokane,Spokane,WA,99207.0,2025,LINCOLN,CORSAIR,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,27.0,3.0,283209195,POINT (-117.3973 47.67573),MODERN ELECTRIC WATER COMPANY,53063001400.0
7SAYGDEE6P,King,Bellevue,WA,98005.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,41.0,251534209,POINT (-122.1621 47.64441),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023601.0
JTDKARFP0L,Thurston,Olympia,WA,98501.0,2020,TOYOTA,PRIUS PRIME (PHEV),Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25.0,22.0,115261835,POINT (-122.89165 47.03954),PUGET SOUND ENERGY INC,53067011200.0
5XYAFFS54T,King,Issaquah,WA,98029.0,2026,KIA,EV9,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,41.0,286283462,POINT (-122.00292 47.54748),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032219.0
5UX43EU04R,Clark,Vancouver,WA,98682.0,2024,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,39.0,17.0,260122852,POINT (-122.55149 45.69345),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011040713.0
5YJ3E1EC4L,Thurston,Lacey,WA,98516.0,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,308.0,22.0,267564146,POINT (-122.74743 47.08211),PUGET SOUND ENERGY INC,53067012226.0
KNDRJDLH5N,Thurston,Olympia,WA,98501.0,2022,KIA,SORENTO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32.0,22.0,211285707,POINT (-122.89165 47.03954),PUGET SOUND ENERGY INC,53067010700.0
5YJYGDEE0L,King,Bellevue,WA,98004.0,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291.0,41.0,127436207,POINT (-122.1872 47.61001),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023801.0
7SAYGDEE9P,King,Tukwila,WA,98178.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,11.0,225935769,POINT (-122.23825 47.49461),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033026300.0
1N4BZ0CP0G,Clark,Vancouver,WA,98682.0,2016,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84.0,17.0,279334856,POINT (-122.55149 45.69345),BONNEVILLE POWER ADMINISTRATION||PUD NO 1 OF CLARK COUNTY - (WA),53011041312.0
WBY8P6C08L,King,Bellevue,WA,98027.0,2020,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,153.0,41.0,107032040,POINT (-122.03439 47.5301),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025008.0
7SAYGDEE1P,King,Renton,WA,98059.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,11.0,232796497,POINT (-122.16548 47.53766),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033025601.0
KMHM24AA7S,Jefferson,Port Townsend,WA,98368.0,2025,HYUNDAI,IONIQ 6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,24.0,274812422,POINT (-122.77263 48.1212),BONNEVILLE POWER ADMINISTRATION||PUGET SOUND ENERGY INC||PUD NO 1 OF JEFFERSON COUNTY,53031950501.0
1N4BZ1DV1M,Thurston,Tumwater,WA,98512.0,2021,NISSAN,LEAF,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,22.0,152589783,POINT (-122.90787 46.9461),PUGET SOUND ENERGY INC,53067010910.0
1G1RA6S52J,King,Maple Valley,WA,98038.0,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53.0,5.0,476363485,POINT (-122.04526 47.39394),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032003.0
7SAYGDEE0P,Spokane,Spokane,WA,99208.0,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,6.0,241306740,POINT (-117.45005 47.7333),BONNEVILLE POWER ADMINISTRATION||AVISTA CORP||INLAND POWER & LIGHT COMPANY,53063010603.0
7YAKNDDC1S,King,Redmond,WA,98052.0,2025,HYUNDAI,IONIQ 5,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0.0,48.0,285315341,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022902.0
